27532,15766.89
27533,9591.56
27534,8483.32
27535,14483.72
27536,6147.18
27537,18180.95
27538,5106.96
27539,8477.49
27540,3380.98
27541,6685.68
27542,7847.76
27543,4999.04
27544,14625.14
27545,8387.16
27546,5629.62
27547,7290.06
27548,2679.67
27549,7983.46
27550,4445.61
27551,11551.09
27552,16580.1
27553,11083.14
27554,10026.7
27555,19659.92
27556,9912.97
27557,13133.98
27558,23654.75
27559,10890.88
27560,15529.78
27561,21825.86
27562,10377.63
27563,37846.61
27564,20198.35
27565,15180.37
27566,20580.93
27567,11069.59
27568,13591.46
27569,5949.78
27570,6554.31
27571,7494.52
27572,16661.73
27573,9989.72
27574,10686.86
27575,11818.71
27576,15050.39
27577,19585.46
27578,16444.97
27579,39889.87
27580,9841.33
27581,6606.75
27582,7852.58
27583,18152.75
27584,31607.54
27585,6982.51
27586,8139.1
27587,5610.34
27588,6849.17
27589,12534.76
27590,10740.65
27591,25712.4
27592,26422.39
27593,10035.83
27594,18963.73
27595,8899.99
27596,4477.35
27597,4224.09
27598,13326.1
27599,9212.73
27600,13089.19
27601,4973.24
27602,12426.21
27603,15282.79
27604,4556.25
27605,7864.76
27606,5218.92
27607,22291.18
27608,16376.65
27609,19346.24
27610,25032.23
27611,9387.41
27612,8846.12
27613,8139.83
27614,10777.72
27615,11269.38
27616,11774.78
27617,8486.13
27618,21619.48
27619,17675.54
27620,6009.1
27621,15029.24
27622,4432.97
27623,8555.34
27624,7914.46
27625,12707.12
27626,7860.26
27627,11510.0
27628,8274.84
27629,25230.18
27630,6405.8
27631,8945.48
27632,8032.81
27633,10801.88
27634,3915.26
27635,16129.02
27636,9386.83
27637,33466.52
27638,7452.85
27639,5763.48
27640,18078.75
27641,7920.54
27642,16907.03
27643,9578.19
27644,8201.6
27645,15210.2
27646,18484.69
27647,9053.37
27648,22963.68
27649,8066.34
27650,7689.07
27651,13443.01
27652,16962.55
27653,4793.415
27654,6916.6
27655,16774.47
27656,22008.01
27657,24636.7
27658,11154.0
27659,9726.56
27660,9937.25
27661,11059.54
27662,6400.84
27663,8452.27
27664,8413.56
27665,5367.16
27666,23873.04
27667,5934.62
27668,3301.03
27669,13717.68
27670,22778.4
27671,8354.88
27672,3934.27
27673,5831.56
27674,9370.48
27675,12499.38
27676,11420.44
27677,6525.38
27678,19487.91
27679,21610.44
27680,11877.4
27681,11055.64
27682,8760.19
27683,7480.17
27684,19401.53
27685,15911.78
27686,13383.87
27687,3837.18
27688,20641.7
27689,11684.43
27690,4699.26
27691,14276.5
27692,13503.87
27693,6336.31
27694,7075.9
27695,18479.45
27696,13084.59
27697,13867.42
27698,12748.29
27699,6337.97
27700,16783.76
27701,11021.76
27702,11609.64
27703,5405.43
27704,29184.86
27705,26353.7
27706,9746.06
27707,9770.0
27708,8291.04
27709,6102.01
27710,9420.58
27711,6998.17
27712,19013.88
27713,12848.65
27714,18157.17
27715,30361.03
27716,12394.43
27717,6816.05
27718,10186.04
27719,66982.55
27720,22479.95
27721,26526.37
27722,6380.22
27723,8360.75
27724,9792.85
27725,11932.24
27726,16652.35
27727,6612.66
27728,9111.91
27729,26084.45
27730,6736.16
27731,26486.89
27732,15135.9
27733,11534.11
27734,8908.16
27735,26003.39
27736,7154.71
27737,7845.99
27738,7963.5
27739,9285.58
27740,21446.51
27741,14304.51
27742,21204.73
27743,9369.37
27744,9229.21
27745,10954.69
27746,10284.59
27747,6515.9
27748,5099.52
27749,8613.49
27750,17307.43
27751,7060.61
27752,18166.3
27753,22082.9
27754,13461.54
27755,6792.79
27756,8174.13
27757,19238.71
27758,6613.22
27759,21480.26
27760,22305.38
27761,14038.83
27762,9680.3
27763,19338.38
27764,20053.69
27765,15922.08
27766,7632.03
27767,21620.89
27768,32372.58
27769,11782.91
27770,4583.32
27771,11937.09
27772,14850.24
27773,13574.27
27774,12951.72
27775,19540.89
27776,10342.96
27777,7462.19
27778,12843.82
27779,9164.2
27780,7148.64
27781,8389.77
27782,8224.15
27783,6133.94
27784,17189.55
27785,12203.61
27786,28417.29
27787,7337.13
27788,12234.59
27789,25155.27
27790,19372.62
27791,23372.37
27792,10799.39
27793,9310.48
27794,12030.62
27795,15785.25
27796,16636.53
27797,9796.79
27798,11250.31
27799,10144.25
27800,24812.88
27801,4814.12
27802,11575.85
27803,17157.62
27804,7726.77
27805,22487.89
27806,3745.6
27807,3642.6
27808,5517.48
27809,4201.57
27810,13828.79
27811,13970.54
27812,19804.95
27813,12085.29
27814,9108.34
27815,19755.14
27816,6881.27
27817,6628.0
27818,22585.51
27819,5655.13
27820,23556.56
27821,21845.16
27822,20089.56
27823,45484.92
27824,7118.68
27825,9359.82
27826,28694.95
27827,11682.49
27828,19188.56
27829,4754.58
27830,27084.96
27831,13983.79
27832,5819.82
