27532,8543.445
27533,5251.663
27534,4734.5
27535,13929.188
27536,3332.253
27537,10735.557
27538,3129.499
27539,4249.929
27540,2889.3755
27541,3693.925
27542,6344.9365
27543,3282.9814
27544,13178.39
27545,7369.355
27546,2749.6545
27547,4882.088
27548,2606.7937
27549,3231.2454
27550,5299.413
27551,6674.7373
27552,11631.835
27553,6293.036
27554,9044.014
27555,12218.446
27556,8574.367
27557,9275.568
27558,7168.8394
27559,7704.756
27560,6995.4253
27561,9496.292
27562,6341.919
27563,7401.1733
27564,10243.461
27565,4805.5244
27566,4391.627
27567,5883.6826
27568,10018.565
27569,3403.2043
27570,3050.5112
27571,8554.293
27572,5481.3677
27573,6466.2935
27574,5791.506
27575,7445.812
27576,11293.322
27577,11550.25
27578,11311.051
27579,11307.871
27580,4353.419
27581,4204.565
27582,5818.6484
27583,7672.3467
27584,21704.193
27585,4112.5947
27586,5506.6875
27587,4567.258
27588,9020.279
27589,7789.6455
27590,11405.799
27591,15411.236
27592,11878.741
27593,4194.3184
27594,12520.72
27595,4806.965
27596,3848.4692
27597,4158.725
27598,7322.752
27599,10444.395
27600,5660.828
27601,2274.0945
27602,5475.3955
27603,6191.7266
27604,4092.8904
27605,3890.896
27606,2975.1106
27607,10678.164
27608,12156.504
27609,8451.969
27610,12946.986
27611,5045.3623
27612,4658.631
27613,7990.4453
27614,11732.766
27615,9222.578
27616,8873.121
27617,6542.5234
27618,13462.402
27619,11126.436
27620,4059.554
27621,9281.814
27622,3791.2632
27623,5198.499
27624,8523.122
27625,3989.1873
27626,4196.026
27627,7739.6597
27628,4026.5955
27629,12812.413
27630,4315.9326
27631,5818.0605
27632,4075.3372
27633,4829.8213
27634,2055.4785
27635,11476.1
27636,7275.588
27637,10397.618
27638,4384.3535
27639,4414.361
27640,4780.043
27641,4445.876
27642,9647.022
27643,5374.864
27644,4985.6025
27645,12349.953
27646,14932.021
27647,8786.501
27648,13336.074
27649,4519.6123
27650,6210.164
27651,3825.6003
27652,12711.446
27654,4829.3066
27655,6609.8267
27656,12829.474
27657,12920.162
27658,5509.232
27659,10504.348
27660,3907.0625
27661,9888.737
27662,4207.134
27663,6500.3096
27664,6184.729
27665,2479.5457
27666,15644.383
27667,5771.206
27668,1574.412
27669,6213.4404
27670,20414.566
27671,6056.3965
27672,4281.828
27673,3684.5137
27674,6836.617
27675,4351.171
27676,14371.214
27677,3829.5098
27678,17322.8
27679,17888.098
27680,4568.1143
27681,4590.5547
27682,4673.174
27683,3371.3862
27684,16567.844
27685,8531.183
27686,6158.8506
27687,5943.5625
27688,17907.854
27689,5730.292
27690,3182.9119
27691,8533.096
27692,9211.328
27693,4713.3335
27694,4890.6313
27695,9837.342
27696,7122.181
27697,3656.0603
27698,4410.723
27699,3548.8567
27700,12734.901
27701,15580.641
27702,6304.7827
27703,3086.621
27704,14975.522
27705,11629.18
27706,10505.794
27707,7314.967
27708,3926.2788
27709,3272.1238
27710,13683.619
27711,2664.5256
27712,13535.156
27713,12643.158
27714,5673.693
27715,19534.367
27716,9760.14
27717,3471.1958
27718,7904.6895
27719,21831.955
27720,13395.57
27721,4155.8877
27722,3579.593
27723,5120.172
27724,10426.014
27725,12521.307
27726,15850.509
27727,4169.698
27728,2367.8684
27729,10203.446
27730,2408.8362
27731,8931.191
27732,16921.803
27733,12050.75
27734,10844.572
27735,17639.957
27736,4957.99
27737,5513.1597
27738,7707.211
27739,7291.25
27740,15850.485
27741,6149.985
27742,12803.861
27743,10655.87
27744,3190.641
27745,3789.6648
27746,7138.9644
27747,11416.611
27748,5558.339
27749,3704.8267
27750,11456.508
27751,6472.1094
27752,11947.916
27753,21867.484
27754,8415.104
27755,4722.456
27756,6941.049
27757,6094.594
27758,1422.1344
27759,17142.86
27760,11483.433
27761,5405.1587
27762,15128.41
27763,12413.032
27764,16848.662
27765,7878.6475
27766,4549.7188
27767,15704.369
27768,12779.5205
27769,5813.278
27770,2530.6497
27771,10694.782
27772,10010.699
27773,7089.6035
27774,4906.9653
27775,11737.374
27776,5430.413
27777,4432.631
27778,8518.671
27779,2879.2595
27780,3978.966
27781,3949.639
27782,5541.3433
27783,3911.7202
27784,10824.43
27785,5033.4043
27786,7853.1963
27787,8471.239
27788,11525.101
27789,7895.945
27790,9317.348
27791,7961.6777
27792,5370.032
27793,5469.99
27794,5931.252
27795,9849.477
27796,9748.949
27797,5090.551
27798,5643.4224
27799,6655.5596
27800,17919.82
27801,3449.993
27802,8584.762
27803,20925.455
27804,5364.682
27805,6297.1743
27806,2420.829
27807,3420.45
27808,3423.5347
27809,3804.217
27810,10056.44
27811,5638.448
27812,16990.457
27813,5904.665
27814,3447.5618
27815,12876.766
27816,5963.7803
27817,2303.3796
27818,7905.091
27819,4061.3855
27820,19332.36
27821,21379.734
27822,11453.158
27823,18756.959
